# WMO OSCAR/Space 对地观测仪器目录
# 来源: https://space.oscar.wmo.int/api/v1/instruments（42 页）
# 文档: https://space.oscar.wmo.int/apidoc/
# 许可: 可自由使用与再分发，须致谢 WMO；WMO 不对准确性作担保
# 署名: WMO OSCAR/Space, https://space.oscar.wmo.int/
# 生成: python scripts/fetch_oscar_instruments.py   —— 请勿手工编辑
#
# 每行 10 列，制表符分隔: oscar_id	slug	acronym	fullname	agency	instrument_type	classification	wigos_subcomponent	satellite_count	variables
772	scm	SCM	Search Coil Magnetometer	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	0	None|None|None|None
773	efi_themis	EFI (THEMIS)	Electric Field Instrument	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electric field sensor [in LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]', 'Ionospheric plasma density']}}}}	0	None
774	sei	SEI	Suprathermal Electron Imager	CSA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electron sensor [cross magnetosphere]']}}}}	1	None
775	fai	FAI	Fast Auroral Imager	CSA	Space radiometer or spectrometer	Solar and space environment monitors|Space radiometer or spectrometer	{'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['Heliospheric imager [from GEO, HEO, MEO, LEO]']}}}}	1	None|None
776	nms	NMS	Neutral Mass and Velocity Spectrometer	JAXA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'52': {'name': 'Neutral and Ion Mass Spectrometer', 'wigos-filters': ['Energetic Neutral Atom spectrometer [from LEO and HEO]']}}}}	1	None
777	mgf_cassiope	MGF (CASSIOPE)	Magnetic Field Instrument	CSA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	1	None
778	rri	RRI	Radio Receiver Instrument	CSA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Radio wave receiver [in LEO and cross magnetosphere]']}}}}	1	None
779	gap	GAP	GPS Attitude and Positioning Experiment	CSA	Positioning system	Other payload component|Positioning system	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]']}}}}	1	None|None
780	cer	CER	Coherent Electromagnetic Radiation	CSA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Radio wave receiver [in LEO and cross magnetosphere]']}}}}	1	None|None
782	efw_vap	EFW (VAP)	Electric Field and Waves Suite	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electric field sensor [in LEO and cross magnetosphere]', 'Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}}	1	None|None|None
783	rbspice	RBSPICE	Radiation Belt Storm Probes Ion Composition Experiment	NASA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electron sensor [cross magnetosphere]', 'Proton sensor [cross magnetosphere]', 'Alpha-particle sensor [cross magnetosphere]', 'Heavy ion sensor [cross magnetosphere]']}}}}	1	
784	rps	RPS	Relativistic Proton Spectrometer	NASA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Proton sensor [cross magnetosphere]']}}}}	1	None
785	scm_mms	SCM (MMS)	Search Coil Magnetometer	CNES	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	0	None|None|None|None
786	dp	DP	Double Probes	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electric field sensor [in LEO and cross magnetosphere]']}}}}	0	None
787	afg	AFG	Analog Fluxgate Magnetometer	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	0	None
790	vhrr_insat	VHRR (INSAT)	Very High Resolution Radiometer	ISRO	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'1': {'name': 'Multi-spectral VIS/IR imagery With rapid repeat cycles [in GEO]', 'wigos-filters': ['Multi-spectral VIS/IR imager with rapid repeat cycles [in GEO] ']}}}}	0	
791	geostar	GeoSTAR	Geostationary Synthetic Thinned-Aperture Radiometer	NASA	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	[]	1	
792	nistar	NISTAR	NIST Advanced Radiometer (NIST = National Institute of Standards and Technology Advanced Radiometer)	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	1	None|None
793	epic_dscovr	EPIC (DSCOVR)	Earth Polychromatic Imaging Camera	NASA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	[]	1	
794	mag_dscovr	MAG (DSCOVR)	Magnetometer	NASA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Magnetometer']}}}}	1	None
795	es	ES	Electron Spectrometer	NASA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Electron sensor']}}}}	1	None
796	fc	FC	Faraday Cup	NASA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'24': {'name': 'Solar wind in situ plasma and energetic particles, magnetic field, at L1', 'wigos-filters': ['Solar wind at L1 - Proton sensor', 'Solar wind at L1 - Alpha-particle sensor', 'Solar wind at L1 - Plasma density sensor', 'Solar wind at L1 - Plasma temperature sensor', 'Solar wind at L1 - Plasma velocity sensor']}}}}	1	None|None|None|None|None
797	mws	MWS	Micro-Wave Sounder	ESA	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'6': {'name': 'MW sounders [in SSO]', 'wigos-filters': ['MW sounder [in SSO] ']}, '14': {'name': 'MW cross-track upper stratospheric and mesospheric sounders', 'wigos-filters': ['\tMW cross-track upper stratospheric and mesospheric sounder']}}}}	3	
798	ro	RO	Radio Occultation sounder	ESA	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'19': {'name': 'GNSS radio occultation (basic constellation) ', 'wigos-filters': ['GNSS radio occultation sounder (basic constellation)']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}}	0	
799	mx_vnir	MX-VNIR	Multi-spectral Visible  Near Infrared	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	3	
800	hys_vnir	HyS-VNIR	Hyperspectral Imager - Visible Near Infrared	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	3	
801	hys_swir	HyS-SWIR	Hyperspectral Imager - Short Wave Infrared	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	3	None|None|None|None
802	mx_lwir	MX-LWIR	Multispectral - Long Wave Infrared	ISRO	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	3	
803	dcs_2	DCS/2	Data Collection System / 2 (also called "Argos-2")	CNES	Data collection system	Other payload component|Data Collection System	[]	0	
805	ms_th	MS (TH)	Multispectral imager	CAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	3	None|None|None|None|None|None|None|None
806	pan_th	PAN (TH)	Panchromatic camera	CAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	3	None|None|None|None|None
807	esmr_nimbus_5	ESMR (Nimbus-5)	Electrically Scanning Microwave Radiometer	NASA	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}}}}	1	None
814	ggak_e_skif_6	GGAK-E/SKIF-6	GGAK-E / Corpuscular radiation spectrometer	Roscosmos	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at GEO', 'Proton sensor at GEO', 'Plasma density sensor at GEO', 'Plasma temperature sensor at GEO', 'Plasma velocity sensor at GEO']}}}}	0	
815	ggak_e_skl_e	GGAK-E/SKL-E	GGAK-E / Solar cosmic rays spectrometer	Roscosmos	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at GEO', 'Proton sensor at GEO']}}}}	0	
816	ggak_e_gals_e	GGAK-E/GALS-E	GGAK-E / Detector of galactic cosmic rays	Roscosmos	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Proton sensor at GEO']}}}}	0	None
817	ggak_e_isp_2m	GGAK-E/ISP-2M	GGAK-L / Solar constant sensor	Roscosmos	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['TSI and SSI radiometers (for solar irradiance)']}}}}	0	None
818	ggak_e_vuss_e	GGAK-E/VUSS-E	GGAK-E / Solar UV radiation sensor	Roscosmos	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar EUV spectrometer [from L1, GEO, LEO]']}}}}	0	None
820	ggak_e_fm_e	GGAK-E/FM-E	GGAK-E / Magnetometer instrument	Roscosmos	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Magnetometer at GEO']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	0	None
822	ggak_m_msgi_mka	GGAK-M/MSGI-MKA	GGAK-M / Spectrometer for Geoactive Measurements	Roscosmos	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Electron sensor at LEO', 'Proton sensor at LEO']}}}}	1	None|None|None
